央视,#genre#
重庆卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226409/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226463/.m3u8
湖南卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225610/.m3u8
湖南卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226307/.m3u8
湖南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226430/.m3u8
浙江卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225612/.m3u8
浙江卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226339/.m3u8
广东卫视HD,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226248/.m3u8
广东卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226374/.m3u8
江苏卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225613/.m3u8
江苏卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226310/.m3u8
江苏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226495/.m3u8
安徽卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226391/.m3u8
安徽卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226498/.m3u8
辽宁卫视HD,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226546/.m3u8
辽宁卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225619/.m3u8
辽宁卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226254/.m3u8
吉林卫视HD,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226397/.m3u8
吉林卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226386/.m3u8
黑龙江卫视HD,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226327/.m3u8
黑龙江卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226421/.m3u8
四川卫视HD,http://39.134.67.6/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226338/.m3u8
四川卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226513/.m3u8
江西卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226344/.m3u8
江西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226504/.m3u8
广西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226380/.m3u8
山西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225624/.m3u8
山西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226392/.m3u8
陕西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225625/.m3u8
陕西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226457/.m3u8
山东卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226456/.m3u8
山东卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226507/.m3u8
河南卫视HD,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226480/.m3u8
河南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225639/.m3u8
河南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226320/.m3u8
河北卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226406/.m3u8
河北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226448/.m3u8
湖北卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225627/.m3u8
湖北卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226477/.m3u8
湖北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226501/.m3u8
东南卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225620/.m3u8
东南卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226341/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226377/.m3u8
海南卫视HD,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226465/.m3u8
海南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226445/.m3u8
云南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226444/.m3u8
贵州卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225626/.m3u8
贵州卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226383/.m3u8
青海卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225628/.m3u8
青海卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226323/.m3u8
宁夏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225632/.m3u8
宁夏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226454/.m3u8
甘肃卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225633/.m3u8
内蒙古卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225634/.m3u8
内蒙古卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226389/.m3u8
西藏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225638/.m3u8
西藏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226433/.m3u8
新疆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225635/.m3u8
新疆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226460/.m3u8
兵团卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226439/.m3u8
康巴卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225660/.m3u8
安多卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225659/.m3u8
延边卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226516/.m3u8
山东教育卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225655/.m3u8
CCTV-3 综艺,https://www.freetv.top/migu/624878271.m3u8?migutoken=26015af2091bdd07f1f90b4a3661308c0925541c8c6b149f1f6a50ae4b4605d430a2cc9c8eef2e579989963f19439ded8291bd5f3bdbb88fd7fe18545e0141b5d11d159221838eec5cdcff432c
CCTV-4 中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=ec185c602389d96e72b19a6b24dd13d7336c3b987ab21ef69a31a3f312ef52a43b1a657a2a4e0cfc17177ecdc36328ef4ea0069b0c575bdd396589da3a39815280d17061dcebdd6a8f90b1bfa4
CCTV-5 体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=7329269c27c498f3c12cab8944ea425eac0b7fd19b0ad1598a05c079ead9506db7607814e6506dcb64ac330dad5423c63033e13c36de82f1682cd100a4ab0bd2a7d27846a0f90541c917cc47a2
CCTV-5+ 体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=3262a5e15da8b0a56939446673c573f6e5bcb8609dae8dc2a38648272abdde1f28650beaeb421a7c23fcc7efcd665472491a3fc7a88625f763669cf0431939254e0a1b977fdc3e13013cfac95e
CCTV-6 电影,https://www.freetv.top/migu/624878396.m3u8?migutoken=62820a32072e9132ff5d5135f6f0bdddcbb16750e8a4f699508ba8cce82c84b80284534e47cabf46ef53230b08f9e057a8244c73cbc00089491d424c57ae941230810fa917a57fb23ddc7b27a1
CCTV-7 国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=78b3145b99d18a90bacf9f87ff97e028bde89cf7f00c68428d35107d92ff736ada582586056a6f59a55a73daf578ad847fa9d1790094a018d033fd49bbe87db43dd33dd3fb746240ea15541cde
CCTV-8 电视剧,https://www.freetv.top/migu/624878356.m3u8?migutoken=88f74218963bffbf9b4e99610f465f7375a5a31292db13100fb919c77c5d55d37e5aec15511293e72e3fc7ec03631c47104e030cf34848cf946d7077bf9c6a1c62ab0132908c5d2f2953c73b5e
CCTV-9 纪录,https://www.freetv.top/migu/673168140.m3u8?migutoken=215e378925172bc4367754fa64bec2802167c2f2559b3043745983e2d4ee00bcc746edcc0674127fdd6ef678b8d0508f79c632aaa8df00b7aa26eefa17918a7cbd48a433ef945809fdde45acc8
CCTV-10 科教,https://www.freetv.top/migu/624878405.m3u8?migutoken=201177fc62118575f917553e4369d4b43cd97de324361142857e02630c0e6a00da0948bc9378e6517550ba91b385aa35fd51979476a21ca3794e15b56c47bf3a540827a285de52d49ac4fc0fb5
CCTV-11 戏曲,https://www.freetv.top/migu/667987558.m3u8?migutoken=43ce2873231a4acba21ed4f786d491d6d37b0c14dabab062f9ecb334b7c697fd7f4b848f60f054cd6141e974becb6468abe3ba8da2a4bd6973b4b8d50e6770391094aff5486ec741c3191f30e6
CCTV-12 社会与法,https://www.freetv.top/migu/673168185.m3u8?migutoken=d6d05dea293772ac18ca698964ff682496f9d6b25960177826d697cd3d2c1063f8ad8f2b2fd16354dd62d10041110aae27a7350415d345f6be8e8e2aa0525f0fc80e8f810ceaacea1e0361a963
CCTV-13 新闻,https://www.freetv.top/migu/608807423.m3u8?migutoken=3e33e0db4fa1f3e8aafa9ad93066408c73d917087d798965b32181105699d57bedf624483d55e2e49152e23f83cd6ac79bea3ebca48d4c9f20dd3988395b5a3dee3ade72c9413723c0ea291459
CCTV-14 少儿,https://www.freetv.top/migu/624878440.m3u8?migutoken=8f0e0703e619d22c8b7545e6e8cc974b73556b322609c97747bf2ccf3f256b40237d5ac119287a0c1710eee17d68eb65bb7374c1ff1ac8ddae3ffed9bdc5d06fa8ce224003afcb0f5aea4cd702
CCTV-15 音乐,https://www.freetv.top/migu/673168223.m3u8?migutoken=9e0598702f072dd0de4107fd41c54a29f7419bc4b0fd2666c330912793630c0be2834234e2217542d0db4d6a545f57deecca0a70f78e048da00e137f4aeace1ab873f01d31b72aba073f793336
CCTV-17 农业农村,https://www.freetv.top/migu/673168256.m3u8?migutoken=d9c69667a16865f1ae75d4733059f623a29001e622776841f0e14557073bebcb68c2be22f13aec4a88018d1481a6f4ac755010ff80adcdfca58426ac3fca94e77b99871235fcb53cb8223abbcf
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=a266e36deb3b094855df464e665ebaff706c90bb783bc8e5ca85e74264a2198f4200f479e8cf6cc7548eede3563a92ce39dcee658b2cab4073bed659f97ed6a62657890d5ed2ce10775ce8788a
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=5cc9d58e00199c2ed99fa946a9e01cb7085c5337b6cf8364bf1425fe48f9a8efbf4348facd123a549bd7342d4bed54ed1997f31749d7e54da88a4602d435718cf8191680df7fd498db0084f3c7
风云足球,https://www.freetv.top/migu/788816794.m3u8?migutoken=085b30bfc56637398dcac2fd9cffdafc19202ebfb84af9fdee1c906c49e1fc50dfc1112c0388c7a7e466d74472582547a4ba9e0193f812aa1f7a6035171cc74da5a1d8b153acdb83c2e2edc307
东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=e890eb6368b1728abf995693bbdb1a7da330c9da482e436f429e301da5f35c530368cfb67a36b0f7c6e17fb86eee4e8e4bc2582c68ee7a595b8917cf72afe60418cd66e60b9c9ad5e22c0ae7fd
广东卫视,https://www.freetv.top/migu/608831231.m3u8?migutoken=8fd17d6a051ef3b910130e4e842fa02a4eee325a082c950083c757a4c4f99dda21b95f9715a58a596c82956f1d5ca9a36ff202454191c3f452de88a51affebb0ed3072df4355c235b786bb0b35
江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=00800040303a0139e84d7d3862c8e949b6b1cd494299540863217cd5535b237b658b9e4bceb26ad7e3d6725d5a02d9f02d7aa30ae4d3b418778d40d71ef2a80561b502db7f8cbddcba22583110
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=9f8a2865daa8e4d5bebca190cccde3245f130b52676d39dc7bc970d7c99906562d853b5c770b6d63e2c37fafaa28e1f41395e7e8a97e2994c667b988b4fe81a89369faf4d0f2e281400598a296
河南卫视,https://www.freetv.top/migu/790187291.m3u8?migutoken=68c4dde27f89b6e242ef620dbd4bc9ec93c47c41f077333ac73a7f776dea621dac0910cc001b7b5b0812da2b8b0ef2c5d053ea22b28c9be97d56bc7d4f3a23faf4028cfe73fe47287ed2701321
东南卫视,https://www.freetv.top/migu/849116810.m3u8?migutoken=0a824e134565d8aed4bb6d00ee2f3711c3e3b7607b253f1f82b7db5240d5d238c9fc89eafbcb5032464443d1a9153426aabaa210375a83e016fb792b5eaf8cfbcf2077b16b9223d6430e67ccd3
陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=cb4f56e1638822df008140c9500be7b9866235fe972b1d639eb6ce62477d386ef0787909e0291cca7cd2cf615d9c46ac10d18fa90b15c8db4af317d6a08228559bd194bb2bd70c549f0e9d6467
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=96c044aff7a3dfdb93701c147e1b2fd63815eeeb10e81e9fa132537dee8d053c5a2ef8c0218a6ed7c798357d31ec2bdbe9ca5b8022ca357699bea41036e3454187119c83c0417fc77ec0e1ad46
CETV-1,https://www.freetv.top/migu/923287154.m3u8?migutoken=78f50352a7cd31789c5630e26db22a68d0e95764625968866670d62fe11d3c2cf85c6202a0d77621fe68c14db00f48e4a0f674550847a0ec276931ac69f197be9772cc2f401ac8f70c883b8de4
CETV-2,https://www.freetv.top/migu/923287211.m3u8?migutoken=5112e93456a6ca2cfdfedd2656549ab2296d28b9191a10cc6062679b0708bac8792d8e781671232289cc66e80196819ba46d68a5807042daa5087691bedd873ea6f85f77fc430e2dd62968376c
CETV-4,https://www.freetv.top/migu/923287339.m3u8?migutoken=28396518b71b9f20f056c4a08b70e9be4ed200bc7ef58cd9aab48a447bad9264ea49525359727a3c174165e0df7e08129ba710fe2a0227ef7cd7b5ecb799488965d850e7f857273baefe9ff9a9
乐游频道,https://www.freetv.top/migu/796070452.m3u8?migutoken=ef95f17f598f9677db9b0cb2f108a68ed458045678da683bcdd42cc5c1e10dee57c42cf66e3b69e532d02a9c464756c39e581ecd1373d0d867c4ea0796989449990a91205d000729264113d1b3
欢笑剧场,https://www.freetv.top/migu/790187880.m3u8?migutoken=9870083a59b6397b9831050f20461907fdb3cdf1f2fc9c70781283b7c176705d477340a19af4e15b70d9f35891336616b48617044bb9d15c99da4983c2d4bbb0662bfef78eecf6357ee888ebb2
嘉佳卡通,https://www.freetv.top/migu/614952364.m3u8?migutoken=761aeb6a8c0c6c077e4492cc2bcb0aceab578aade3919effa3f1e444fd86bb1e5b5a7871b4ff07a84dee2e4f7d928e5093cb9dd429fb6a537b1a8352d55c755bee2ebd153b7c6407576949fea9
游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=9eda384d8c304d8341644a187a3cfc138d435c730c442bca5074eb24d6810514a43dfbb86a1b3611f52cee292f1651a0bee0486e95c8fd168652fa6666d1ef740942ae1b593e76db71c342e05c
上海新闻,https://www.freetv.top/migu/651632657.m3u8?migutoken=b7ffa8af4c602c2ef02f0e06472c9fc2efa6433812a2de3a76822789e63f67e9f091134f10ffcd01b63a03987184a50ff5ceefaf0d1f96b84b92b55ea14247ca905101e1dab088ea2405dcdb99
东方影视,https://www.freetv.top/migu/617290047.m3u8?migutoken=e7e01c3ebd618469e896f196235821f0a142f507e278e5f11f254cf4fd3b1bca2934b60acc28d3519e41473a141ea6a5d18382bb809bc3a0e1cbd0af855b4476cf98d0f192bc20fadeddde983e
法治天地,https://www.freetv.top/migu/790188943.m3u8?migutoken=582c263957ee7c62815362874c6b7eefc3ec0cd1d4e56e154f05ec6852bb3f77e1151d9bb9822f8f432092adaceb6e529806cc1cc3c8cae186de534665c33754286088293db0fd245d47508e0d
第一财经,https://www.freetv.top/migu/608780988.m3u8?migutoken=b5c52434906002be5068db4342f45edb1e3eab271722a65170ad5030ee62cb6a54710bbe6aba09ef3acdbe1d8054880b591f619471f4d893b737cbb243e930b1592ca5bc36af936511d7a0f8ae

港澳台,#genre#
凤凰中文,http://39.164.174.139:5000/nl.m3u8?id=FHZWHD
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8
凤凰中文,https://stream1.freetv.fun/b5ceaeacd11b0331a6b3fbb0c4ef90836be87bb2c478d76b74ef1e27f32326f3.m3u8
凤凰中文,https://stream1.freetv.fun/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8
凤凰中文,http://122.152.202.33/s/81a8a44f/index.m3u8?id=15
凤凰中文,https://stream1.freetv.fun/4e695e885cc20b20b7e3ec874fe52ed75e27443778c8ff29e498c4c9d7cec4a0.m3u8
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-10.m3u8
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-11.m3u8
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.m3u8
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-1.m3u8
凤凰资讯,http://39.164.174.139:5000/nl.m3u8?id=FHZXHD
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-5.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-2.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-25.ctv
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8
凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-11.ctv
凤凰香港,http://162.62.120.19/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
经典电影,https://stream1.freetv.fun/a955778bb545a07941ec561897bcf11f9e9d32bde24b6d6f3da5d45b714a46b1.m3u8
纬来体育,https://stream1.freetv.fun/2a97ff36ea404b8095cb4384eb9846e9eebdadbee0b1ac31c5bc4c80f6b5b03b.ctv
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
台视,https://stream1.freetv.fun/a7dddec93a9aabf57c6cc078c93713caa086c81dca9b15afc481edbf797543e1.m3u8
台视新闻,https://stream1.freetv.fun/4c8adef47c01115677bc13b65593946135e6fe8c470fad1db810248c3ca10150.m3u8
台视新闻,https://stream1.freetv.fun/f860d9c0db6439c0bacd9a76f24d9d18ce57a7c6b44826832f890f0f9b5840a5.m3u8
台视新闻,https://stream1.freetv.fun/3e712c7facb3dbae8eebf29e560978e03f3711827b09e8a4f2ae7f346673716f.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://222.128.55.152:9080/live/ts.m3u8
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台视新闻,https://stream1.freetv.fun/d53ca0c34189f680ae61bf83b52ce3d5dee414238d66518e0243f768738d7724.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-8.m3u8
台视新闻,https://stream1.freetv.fun/84bd51e83b43802f2624c730b0fb47c23e165aa46dc85122678d745ed1a8a2b0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
台视新闻,https://stream1.freetv.fun/2cd7d95623d15269907381c4334b4472875d13eb3d29b2e59dd6f4c25ac9e78a.m3u8
台视新闻,https://stream1.freetv.fun/45c96e0c6eb2be18a72a3ca1525b4b379090a6ecf49a974f7c17c610edb95306.m3u8
台视新闻,https://stream1.freetv.fun/7e38e8d94c527c78eb0b414d29e8100d0bf3f90d5c73ce799795fe3785675319.m3u8
台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视,http://50.7.234.10:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民视,https://stream1.freetv.fun/720e88c5916645734a5ed560a15e475c11c32dd6659b37aceb035720ee6f40ea.m3u8
民视新闻,https://stream1.freetv.fun/b434ab4294c8d58a16cc547b7dbb7ebc639d5ef2f38e9da6649395dc1c1ceba6.m3u8
